nombre,estado,municipio,ciudad,cp,lat,lon
Calle Mariano Abasolo,Baja California Sur,Municipio de La Paz,La Paz,23060,24.1475114,-110.3291352
Calle Belisario Domínguez,Baja California Sur,Municipio de La Paz,La Paz,23060,24.1478813,-110.3278028
Calle Mariano Abasolo,Baja California Sur,Municipio de La Paz,La Paz,23060,24.1423721,-110.3339565
Calle Mariano Abasolo,Baja California Sur,Municipio de La Paz,La Paz,23060,24.15075405,-110.32652195248258
Calle Mariano Abasolo,Baja California Sur,Municipio de La Paz,La Paz,23060,24.140891250000003,-110.33520551036338
Carretera La Paz-Pichilingue,Baja California Sur,Municipio de La Paz,La Paz,23020,24.2032186,-110.2990621
Carretera La Paz-Pichilingue,Baja California Sur,Municipio de La Paz,La Paz,23020,24.202823799999997,-110.2991793026053
Calle Francisco I. Madero,Colima,Manzanillo,Manzanillo,28200,19.050537,-104.3176961
Andador San Pedrito,Colima,Manzanillo,Manzanillo,28200,19.0565746,-104.30483459466508
Calle General Lázaro Cárdenas,Colima,Manzanillo,Manzanillo,28200,19.0629741,-104.3027257
Calle General Lázaro Cárdenas,Colima,Manzanillo,Manzanillo,28200,19.0638817,-104.3025406
Calle General Lázaro Cárdenas,Colima,Manzanillo,Manzanillo,28200,19.0667652,-104.3024965
Andador Playa de Oro,Colima,Manzanillo,Manzanillo,28200,19.0685611,-104.3020569
Calle General Lázaro Cárdenas,Colima,Manzanillo,Manzanillo,28200,19.0692735,-104.3022885
Acceso a la playa,Colima,Manzanillo,Manzanillo,28200,19.0753021,-104.3045241
Avenida General Lázaro Cárdenas,Colima,Manzanillo,Manzanillo,28200,19.0764431,-104.3046918
Calle Alfredo Woodward Téllez,Colima,Manzanillo,Manzanillo,28200,19.0770286,-104.3052376
Calle Bahía Acapulco,Sinaloa,Mazatlán,Mazatlán,82000,23.2323165,-106.38837145911006
Avenida Ejército Mexicano,Sinaloa,Mazatlán,Mazatlán,82018,23.2304261,-106.4222658
Avenida Ejército Mexicano,Sinaloa,Mazatlán,Mazatlán,82016,23.2266696,-106.4208367
Calle Río Papagayo,Sinaloa,Mazatlán,Mazatlán,82010,23.2163126,-106.4153847
Avenida Cruz Lizarraga,Sinaloa,Mazatlán,Mazatlán,82110,23.2226007,-106.4238444
Calle Río Elota,Sinaloa,Mazatlán,Mazatlán,82000,23.22674,-106.4270448
Avenida del Mar,Sinaloa,Mazatlán,Mazatlán,82010,23.2234362,-106.4248891
Avenida del Mar,Sinaloa,Mazatlán,Mazatlán,82000,23.2224878,-106.4242669
Avenida del Mar,Sinaloa,Mazatlán,Mazatlán,82017,23.2246332,-106.4260296
Avenida del Mar,Sinaloa,Mazatlán,Mazatlán,82000,23.228189,-106.4294002
Carretera Lagos de Moreno - Guadalajara,Jalisco,San Pedro Tlaquepaque,,45625,20.62246435,-103.28874086451279
Calle Carlos Salgado,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,45540,20.6229172,-103.2876163846263
Avenida Patria,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,45540,20.62316265,-103.28774888559613
Privada Álvaro Obregón,Jalisco,Zapotlán el Grande,Ciudad Guzmán,49052,19.70356135,-103.4785195167838
Calle Cancún,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,45590,20.6113088,-103.32044441915608
Calle Plan de Valladolid,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,45593,20.617543400000002,-103.32120098953416
Calle Matamoros,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,45500,20.636063,-103.3126511
Calle Miguel Hidalgo y Costilla,Jalisco,Zapotlán el Grande,Ciudad Guzmán,49013,19.70770715,-103.46566385344516
Calle Florida,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,44870,20.6428533,-103.3166281
Calle Clavel,Jalisco,Tonalá,Tonalá,44418,20.6229494,-103.2488058
San Ramón,La Habana,,La Habana,10400,23.0967103,-82.3302257
Patrocinio,La Habana,Diez de Octubre,,10800,23.0898881,-82.3673538
Calle 20 de Noviembre,Aguascalientes,Rincón de Romos,,20603,22.2267874,-102.3193452
Prolongación Alameda,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20190,21.8837623,-102.2709214
Avenida Licenciado Adolfo López Mateos Oriente,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20250,21.8777512,-102.2690833
Calle General Ignacio Zaragoza,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20000,21.8840771,-102.2911074
Calle Petróleos Mexicanos,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20908,21.8917216,-102.2945272
Boulevard a Zacatecas,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20135,21.9071108,-102.292197
Calle Licenciado Francisco Primo Verdad,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20000,21.8841315,-102.2917396
Calle González Saracho,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20000,21.8828167,-102.2922216
Calle González Saracho,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20000,21.8825328,-102.2927166
Miguel Hidalgo y Costilla,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,20000,21.882343,-102.2929079
Avenida Luis Donaldo Colosio,Campeche,Municipio de Campeche,San Francisco de Campeche,24040,19.8310587,-90.5394767
Avenida Adolfo Ruíz Cortinez,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.847507450000002,-90.53863973668004
Avenida Adolfo Ruíz Cortinez,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.84687205,-90.53955437681867
Calle 8 de la Muralla,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.845902,-90.5378103
Calle 59 Antes América,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.8455568,-90.5383301
Calle 57 de Hidalgo,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.8459503,-90.5375281
Calle 61 de La Paz,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.845044549999997,-90.53925815459456
Calle 10 Antes del Comercio,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.8450376,-90.538144
Calle 8 de la Muralla,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.8467543,-90.5361941
Calle 55 Indepencia,Campeche,Municipio de Campeche,San Francisco de Campeche,24000,19.8454479,-90.5363622
Calle José María Morelos,Guanajuato,Celaya,Celaya,38000,20.5213071,-100.8133909
Calle Libertad,Guanajuato,Celaya,Celaya,38000,20.5203048,-100.8107194
Calle Doctor José María Luis Mora,Guanajuato,Celaya,Celaya,38078,20.5182616,-100.8051572
Avenida Profesor Francisco Juárez,Guanajuato,Celaya,Celaya,38010,20.536921800000002,-100.82657798476143
Calle María Sánchez,Guanajuato,Celaya,Celaya,38080,20.51974465,-100.7922325520157
Calle La Cano,Guanajuato,Celaya,Celaya,38080,20.51973425,-100.79220234947749
Boulevard Adolfo López Mateos,Guanajuato,Celaya,Celaya,38080,20.5184854,-100.7903636403799
Carretera a Querétaro,Guanajuato,Celaya,Celaya,38080,20.517885,-100.7890792
Boulevard Adolfo López Mateos,Guanajuato,Celaya,Celaya,38060,20.5191975,-100.8350731
Calle Eje Nor-Poniente,Guanajuato,Celaya,,38013,20.5494551,-100.839411
Calle Del Parque,Chihuahua,Casas Grandes,,,30.1858417,-108.0237319
Calle Méndez,Chihuahua,Municipio de Chihuahua,Chihuahua,31030,28.6226394,-106.0710907
Avenida Tecnológico,Chihuahua,Municipio de Chihuahua,Chihuahua,31240,28.6563109,-106.07890345920718
Avenida Ignacio Allende,Chihuahua,Cuauhtémoc,Cuauhtémoc,31500,28.4059126,-106.8670353
Avenida Ignacio Allende,Chihuahua,Cuauhtémoc,Cuauhtémoc,31500,28.4062078,-106.8669594
Calle 5ta,Chihuahua,Cuauhtémoc,Cuauhtémoc,31500,28.4077253,-106.8642607
Calle De La Llave,Chihuahua,Municipio de Chihuahua,Chihuahua,31000,28.6327547,-106.0740041
Avenida Niños Héroes,Chihuahua,Municipio de Chihuahua,Chihuahua,31350,28.64681245,-106.06926381903494
Avenida Niños Héroes,Chihuahua,Municipio de Chihuahua,Chihuahua,31350,28.6467799,-106.0692876
Avenida Universidad,Chihuahua,Municipio de Chihuahua,Chihuahua,31240,28.6454355,-106.0800711
Obispo de las Casas,Veracruz,Papantla,,93400,20.4461045,-97.3203347
Mariano Escobedo,Veracruz,Papantla,,93400,20.4497162,-97.3187018
José de J. Núñez y Domínguez,Veracruz,Papantla,,93400,20.4458954,-97.3211838
Benito Juárez,Veracruz,Papantla,,93400,20.4490746,-97.32063912282936
Venustiano Carranza,Veracruz,Papantla,,93400,20.4499019,-97.3202196
Juan de la Luz Enríquez,Veracruz,Papantla,,93400,20.4469728,-97.3221242
20 de Noviembre,Veracruz,Papantla,,93400,20.4486459,-97.3224387
5 de Mayo,Veracruz,Papantla,,93400,20.447314,-97.3243457
Vereda Tropical,Veracruz,Papantla,,93400,20.4503809,-97.328468
Avenida Nicolás Bravo Rueda,Colima,Municipio de Colima,Colima,28000,19.238151100000003,-103.72464697423658
Calle Benito Juárez,Colima,Municipio de Colima,Colima,28000,19.2399318,-103.7255677
Pedro Galvan Sur,Colima,Municipio de Colima,Colima,28000,19.2346013,-103.7203501
Calle Benito Juárez,Colima,Municipio de Colima,Colima,28000,19.2400224,-103.72558901209248
Calle Benito Juárez,Colima,Municipio de Colima,Colima,28000,19.2400704,-103.7254309
Calle Benito Juárez,Colima,Municipio de Colima,Colima,28000,19.2401764,-103.7251913
Portal Medellín,Colima,Municipio de Colima,Colima,28000,19.2436345,-103.727934
Calle 5 de Mayo,Colima,Municipio de Colima,Colima,28000,19.243928099999998,-103.72798549768731
Boulevard Licenciado Carlos de la Madrid Bejar,Colima,Municipio de Colima,Colima,28000,19.2158297,-103.721467
Avenida General Lázaro Cárdenas,Colima,Municipio de Colima,Colima,28000,19.24442645,-103.73858627561577
Boulevard Francisco I. Madero,Sinaloa,Culiacán,Culiacán,80000,24.8043209,-107.4018339
Malecón,Sinaloa,Culiacán,Culiacán,80020,24.8089164,-107.4056429
Calle Cristóbal Colón,Sinaloa,Culiacán,Culiacán,80000,24.8054676,-107.3991318
Avenida José María Morelos y Pavón,Sinaloa,Culiacán,Culiacán,80000,24.8058852,-107.3978309
Boulevard Francisco I. Madero,Sinaloa,Culiacán,Culiacán,80000,24.8047129,-107.3972248
Rotarismo,Sinaloa,Culiacán,Culiacán,80020,24.8130151,-107.4131866
Calle Miguel Hidalgo y Costilla,Sinaloa,Culiacán,Culiacán,80000,24.8077898,-107.3985498
Calle Mariano Escobedo,Sinaloa,Culiacán,Culiacán,80000,24.8066144,-107.3958421
Malecón,Sinaloa,Culiacán,Culiacán,80030,24.8130586,-107.401727
Internacional México 15,Sinaloa,Culiacán,Culiacán,80020,24.81503575,-107.41280419532606
Avenida 20 de Noviembre,Durango,Municipio de Durango,Durango,34000,24.0247088,-104.67514622518898
Calle Capitán Pedro Celestino Negrete,Durango,Municipio de Durango,Durango,34100,24.0252179,-104.6734746
Calle 5 de Mayo,Sinaloa,El Fuerte,,81820,26.4218329,-108.6205199
5 de Mayo,Sinaloa,El Fuerte,,81820,26.4211649,-108.61924699329282
Calle Santos Degollado,Sinaloa,El Fuerte,,81820,26.4201443,-108.6205079
Calle Rodolfo G. Robles,Sinaloa,El Fuerte,,81820,26.4207373,-108.6183738
Calle Licenciado Benito Juárez,Sinaloa,El Fuerte,,81820,26.4187689,-108.6220411
Calle General Álvaro Obregón,Sinaloa,El Fuerte,,81820,26.4180857,-108.6201417
Calle General Álvaro Obregón,Sinaloa,El Fuerte,,81820,26.4159874,-108.6189884
Avenida Ejército Mexicano,Sinaloa,Mazatlán,Mazatlán,82018,23.2304261,-106.4222658
Avenida Ejército Mexicano,Sinaloa,Mazatlán,Mazatlán,82016,23.2266696,-106.4208367
Calle Río Elota,Sinaloa,Mazatlán,Mazatlán,82000,23.22674,-106.4270448
Boulevard Manuel de Jesús Clouthier,Guanajuato,León,León,37128,21.16447655,-101.69378494971883
Avenida Guanajuato,Guanajuato,León,León,37160,21.1468582,-101.6860748
Boulevard Juan José Alonso de Torres,Guanajuato,León,León,37157,21.1456374,-101.7103352
Boulevard Adolfo López Mateos Poniente,Guanajuato,León,León,37328,21.1332015,-101.6874827
Avenida Miguel Alemán,Guanajuato,León,León,37000,21.1256787,-101.6857738
Calle 5 de Febrero,Guanajuato,León,León,37000,21.1211376,-101.6820773
Calle Belisario Domínguez,Guanajuato,León,León,37000,21.1209869,-101.6829477277197
Calle 5 de Febrero,Guanajuato,León,León,37000,21.1208974,-101.6822232
Calle Rosas Moreno,Guanajuato,León,León,37000,21.1183708,-101.6828804
Calle Salina Cruz,Guanajuato,León,León,37260,21.1217079,-101.6634444
Calle 16,Sonora,Caborca,Heroica Caborca,83600,30.72473125,-112.1507648814195
Av Gral. Contreras,Sonora,Ures,,84900,29.4290108,-110.3794957
Carretera Hermosillo - Yécora,Sonora,Yécora,,85780,28.3636053,-108.9322368
Av Gral. Contreras,Sonora,Ures,,84900,29.429347550000003,-110.37771429415517
Avenida Domingo Quiroz y Mora,Sonora,Caborca,Heroica Caborca,83600,30.722976699999997,-112.15167873823373
Calle Internacional,Sonora,Caborca,Heroica Caborca,83600,30.72293725,-112.15240958847157
Avenida Domingo Quiroz y Mora,Sonora,Caborca,Heroica Caborca,83600,30.72096945,-112.15028298230969
Jesús Monge Barcelo,Sonora,Ures,,84900,29.4316474,-110.37653893006939
SON 183,Sonora,Ures,,84900,29.42403045,-110.40264529036921
Avenida B,Sonora,Caborca,Heroica Caborca,83600,30.71721935,-112.14734129241305
Portal Carillo Puerto,Guanajuato,Irapuato,Irapuato,36500,20.6746342,-101.3472466
Calle Jesús Terán,Guanajuato,Irapuato,Irapuato,36588,20.6743949,-101.350626
Calle Cedro,Guanajuato,Irapuato,Irapuato,36660,20.6865581,-101.3559477
Avenida Ejército Nacional,Guanajuato,Irapuato,Irapuato,36660,20.6883372,-101.356173
Boulevard Lázaro Cárdenas,Guanajuato,Irapuato,Irapuato,36698,20.6773994,-101.36782103723661
Boulevard Lázaro Cárdenas,Guanajuato,Irapuato,Irapuato,36525,20.672854049999998,-101.37267585676238
Avenida Héroes de Nacozari,Guanajuato,Irapuato,Irapuato,36698,20.6819234,-101.3765095
Calle Guerrero,Guanajuato,Irapuato,Irapuato,36625,20.7151997,-101.3487599
Calzada Cerro Grande,Michoacán,La Piedad,La Piedad de Cabadas,59379,20.3559155,-102.0477223
Calle Narcisos,Michoacán,La Piedad,La Piedad de Cabadas,59379,20.35623755,-102.05651509336406
Boulevard Aeropuerto,Guanajuato,León,León,37547,21.071083450000003,-101.59780980479746
Boulevard Asís,Guanajuato,León,León,37545,21.0856468,-101.6134813
Boulevard Mariano Escobedo,Guanajuato,León,León,37530,21.1029101,-101.6374054
Avenida Bienestar,Sinaloa,Ahome,Los Mochis,81260,25.7723087,-108.9780477
Avenida Tenochtitlan,Sinaloa,Ahome,Los Mochis,81200,25.7808897,-108.9865047
Callejón Juan Escutia,Sinaloa,Ahome,Los Mochis,81280,25.7822899,-108.9864206
Avenida General Álvaro Obregón,Sinaloa,Ahome,Los Mochis,81200,25.7832662,-108.9869875
Avenida Nezahualcóyotl,Sinaloa,Ahome,Los Mochis,81280,25.780339,-108.9942402
Calle Ignacio Allende,Sinaloa,Ahome,Los Mochis,81280,25.7846855,-108.9936528
Calle Santos Degollado,Sinaloa,Ahome,Los Mochis,81200,25.7912614,-108.9879879
Avenida General Álvaro Obregón,Sinaloa,Ahome,Los Mochis,81280,25.7870722,-108.9934524
Avenida General Álvaro Obregón,Sinaloa,Ahome,Los Mochis,81280,25.7871475,-108.9934604
Guillermo Prieto,Sinaloa,Ahome,Los Mochis,81200,25.7891664,-108.9923492
Avenida Andrés García Lavín,Yucatán,Mérida,Mérida,97113,21.036896,-89.6018588
Calle 32,Yucatán,Mérida,Mérida,97302,21.0466112,-89.6094885
Calle 36,Yucatán,Mérida,Mérida,97115,21.0429254,-89.6212851
Calle 45,Yucatán,Mérida,Mérida,97119,21.0203658,-89.62060033191716
