cp,cod_mun
20157,1001
20158,1001
20159,1001
20160,1001
20164,1001
20169,1001
20170,1001
20172,1001
20174,1001
20175,1001
20177,1001
20179,1001
20180,1001
20190,1001
20196,1001
20198,1001
20199,1001
20200,1001
20205,1001
20206,1001
20207,1001
20208,1001
20210,1001
20217,1001
20218,1001
20219,1001
20220,1001
20229,1001
20230,1001
20234,1001
20235,1001
20236,1001
20237,1001
20238,1001
20239,1001
20240,1001
20247,1001
20248,1001
20249,1001
20250,1001
20255,1001
20256,1001
20257,1001
20259,1001
20260,1001
20263,1001
20264,1001
20265,1001
20266,1001
20267,1001
20268,1001
20269,1001
20270,1001
20276,1001
20277,1001
20278,1001
20280,1001
20283,1001
20284,1001
20285,1001
20286,1001
20287,1001
20288,1001
20289,1001
20290,1001
20296,1001
20297,1001
20298,1001
20299,1001
20300,1011
20303,1011
20304,1011
20305,1011
20306,1011
20310,1001
20313,1001
20314,1001
20316,1001
20320,1001
20323,1001
20324,1001
20326,1001
20328,1001
20329,1001
20330,1010
20333,1010
20334,1010
20335,1010
20336,1010
20337,1010
20338,1010
20339,1010
20340,1001
20341,1001
20342,1001
20343,1001
20344,1001
20345,1001
20346,1001
20347,1001
20348,1001
20349,1001
20350,1011
20355,1011
20356,1011
20357,1011
20358,1011
20363,1001
20364,1001
20366,1001
20367,1001
20369,1001
20370,1001
20371,1001
20372,1001
20373,1001
20374,1001
20375,1001
20376,1001
20377,1001
20378,1001
20384,1001
20386,1001
20388,1001
20389,1001
20392,1001
20393,1001
20394,1001
20395,1001
20396,1001
20400,1007
20403,1007
20404,1007
20405,1007
20406,1007
20410,1007
20414,1007
20415,1007
20416,1007
20417,1007
20420,1007
20423,1007
20424,1007
20425,1007
20426,1007
20427,1007
20430,1007
20434,1007
20435,1007
20436,1007
20437,1007
20440,1007
20444,1007
20450,1007
20454,1007
20460,1004
20462,1004
20466,1004
20467,1004
20468,1004
20469,1004
20470,1004
20472,1004
20476,1004
20478,1004
20500,1008
20503,1008
20504,1008
20508,1008
20510,1008
20516,1008
20520,1008
20534,1008
20538,1008
20540,1008
20545,1008
20563,1008
20564,1008
20567,1008
20570,1008
20574,1008
20575,1008
20576,1008
20600,1009
20602,1009
20603,1009
20607,1009
20610,1009
20614,1009
20615,1009
20616,1009
20620,1009
20622,1009
20634,1009
20635,1009
20637,1009
20650,1009
20656,1009
20657,1009
20658,1009
20659,1009
20663,1006
20665,1006
20666,1006
20667,1006
20668,1006
20670,1006
20673,1006
20674,1006
20675,1006
20676,1006
20677,1006
20678,1006
20680,1006
20683,1006
20684,1006
20686,1006
20687,1006
20700,1002
20704,1002
20705,1002
20706,1002
20708,1002
20709,1002
20710,1002
20712,1002
20713,1002
20714,1002
20715,1002
20720,1002
20721,1002
20722,1002
20723,1002
20724,1002
20727,1002
20729,1002
20730,1002
20734,1002
20736,1002
20737,1002
20739,1002
20740,1002
20741,1002
20742,1002
20744,1002
20746,1002
20748,1002
20749,1002
20750,1002
20768,1002
20770,1002
20773,1002
20780,1002
20782,1002
20785,1002
20790,1002
20795,1002
20796,1002
20799,1002
20800,1003
20802,1003
20803,1003
20804,1003
20805,1003
20810,1003
20816,1003
20820,1003
20823,1003
20830,1003
20832,1003
20834,1003
20835,1003
20836,1003
20840,1003
20842,1003
20844,1003
20850,1003
20852,1003
20854,1003
20855,1003
20856,1003
20860,1003
20862,1003
20864,1003
20870,1003
20872,1003
20874,1003
20880,1003
20882,1003
20900,1005
20901,1005
20903,1005
20904,1005
20905,1005
20907,1005
20908,1005
20909,1005
20910,1005
20913,1005
20914,1005
20915,1005
20916,1005
20917,1005
20920,1005
20922,1005
20923,1005
20924,1005
20925,1005
20926,1005
20927,1005
20928,1005
20933,1005
20934,1005
20943,1005
20947,1005
20953,1005
20954,1005
20955,1005
20956,1005
20957,1005
20970,1005
20974,1005
20983,1005
20984,1005
20990,1005
20994,1005
20995,1005
20996,1005
20997,1005
21000,2002
21010,2002
21020,2002
21030,2002
21038,2002
21039,2002
21040,2002
21050,2002
21060,2002
21070,2002
21079,2002
21080,2002
21090,2002
21100,2002
21110,2002
21120,2002
21130,2002
21135,2002
21137,2002
21138,2002
21139,2002
21140,2002
21147,2002
21150,2002
21160,2002
21165,2002
21170,2002
21178,2002
21179,2002
21180,2002
21185,2002
21188,2002
21190,2002
21200,2002
21210,2002
21215,2002
21216,2002
21217,2002
21219,2002
21220,2002
21224,2002
21225,2002
21226,2002
21229,2002
21230,2002
21239,2002
21240,2002
21250,2002
21254,2002
21255,2002
21257,2002
21258,2002
21259,2002
21260,2002
21270,2002
21279,2002
21280,2002
21285,2002
21289,2002
21290,2002
21297,2002
21298,2002
21299,2002
21300,2002
21307,2002
21309,2002
21310,2002
21320,2002
21323,2002
21324,2002
21326,2002
21327,2002
21330,2002
21337,2002
21339,2002
21340,2002
21350,2002
21353,2002
21354,2002
21355,2002
21356,2002
21360,2002
21370,2002
21376,2002
21378,2002
21379,2002
21380,2002
21383,2002
21384,2002
21385,2002
21386,2002
21387,2002
21389,2002
21390,2002
21394,2002
21395,2002
21396,2002
21397,2002
21398,2002
21399,2002
21400,2003
21410,2003
21420,2003
21430,2003
21432,2003
21433,2003
21440,2003
21442,2003
21447,2003
21448,2003
21449,2003
21450,2003
21452,2003
21453,2003
21460,2003
21462,2003
21470,2003
21472,2003
21477,2003
21478,2003
21480,2003
21482,2003
21483,2003
21484,2003
21485,2003
21490,2003
21496,2003
21500,2003
21503,2003
21505,2003
21506,2003
21507,2003
21508,2003
21510,2003
21511,2003
21514,2003
21517,2003
21519,2003
21520,2003
21530,2003
21536,2003
21550,2003
21553,2003
21570,2003
21573,2003
21600,2002
21606,2002
21607,2002
21609,2002
21610,2002
21611,2002
21613,2002
21614,2002
21615,2002
21620,2002
21627,2002
21628,2002
21700,2002
21703,2002
21704,2002
21705,2002
21706,2002
21710,2002
21713,2002
21720,2002
21722,2002
21723,2002
21725,2002
21730,2002
21731,2002
21735,2002
21738,2002
21740,2002
21742,2002
21743,2002
21800,2002
21801,2002
21802,2002
21810,2002
21813,2002
21820,2002
21821,2002
21830,2002
21831,2002
21832,2002
21833,2002
21840,2002
21841,2002
21843,2002
21850,2007
21853,2007
21854,2007
21855,2007
21900,2002
21902,2002
21904,2002
21905,2002
21910,2002
21911,2002
21912,2002
21913,2002
21920,2002
21921,2002
21925,2002
21930,2002
21950,2002
21951,2002
21960,2002
21961,2002
21963,2002
21964,2002
21965,2002
21966,2002
21970,2002
21980,2002
22000,2004
22010,2004
22014,2004
22015,2004
22020,2004
22024,2004
22025,2004
22030,2004
22034,2004
22035,2004
22040,2004
22044,2004
22045,2004
22046,2004
22050,2004
22054,2004
22055,2004
22056,2004
22100,2004
22104,2004
22105,2004
22106,2004
22110,2004
22114,2004
22115,2004
22116,2004
22117,2004
22120,2004
22123,2004
22124,2004
22125,2004
22126,2004
22127,2004
22160,2004
22163,2004
22164,2004
22165,2004
22170,2004
22180,2004
22183,2004
22185,2004
22186,2004
22190,2004
22194,2004
22195,2004
22196,2004
22200,2004
22203,2004
22204,2004
22205,2004
22206,2004
22207,2004
22210,2004
22214,2004
22215,2004
22216,2004
22217,2004
22220,2004
22223,2004
22224,2004
22225,2004
22226,2004
22230,2004
22234,2004
22235,2004
22236,2004
22237,2004
22244,2004
22245,2004
22246,2004
22250,2004
22253,2004
22254,2004
22255,2004
22260,2004
22263,2004
22330,2004
22333,2004
22334,2004
22335,2004
22400,2004
22404,2004
22405,2004
22406,2004
22410,2004
22414,2004
22415,2004
22416,2004
22420,2004
22424,2004
22425,2004
22426,2004
22427,2004
22430,2004
22434,2004
22435,2004
22436,2004
22439,2004
22440,2004
22444,2004
22446,2004
22450,2004
22454,2004
22455,2004
22456,2004
22457,2004
22460,2004
22464,2004
22465,2004
22470,2004
22473,2004
22474,2004
22476,2004
22500,2004
22504,2004
22505,2004
22506,2004
22510,2004
22515,2004
22516,2004
22517,2004
22520,2004
22523,2004
22524,2004
22525,2004
22526,2004
22530,2004
22534,2004
22535,2004
22536,2004
22537,2004
22540,2004
22544,2004
22545,2004
22550,2004
22555,2004
22557,2004
22560,2004
22564,2004
22565,2004
22566,2004
22567,2004
22600,2004
22604,2004
22605,2004
22606,2004
22607,2004
22610,2004
22614,2004
22615,2004
22616,2004
22620,2004
22624,2004
22625,2004
22626,2004
22630,2004
22634,2004
22635,2004
22636,2004
22637,2004
22640,2004
22643,2004
22644,2004
22645,2004
22646,2004
22647,2004
22650,2004
22654,2004
22660,2004
22663,2004
22664,2004
22665,2004
22666,2004
22667,2004
22700,2005
22703,2005
22704,2005
22705,2005
22706,2005
22707,2005
22710,2005
22713,2005
22715,2005
22716,2005
22717,2005
22740,2005
22744,2005
22745,2005
22746,2005
22750,2001
22753,2001
22755,2001
22756,2001
22758,2001
22760,2001
22762,2001
22765,2001
22766,2001
22767,2001
22770,2001
22771,2001
22785,2001
22790,2001
22793,2001
22794,2001
22795,2001
22796,2001
22797,2001
22798,2001
22800,2001
22810,2001
22812,2001
22813,2001
22814,2001
22818,2001
22819,2001
22820,2001
22822,2001
22823,2001
22830,2001
22835,2001
22839,2001
22840,2001
22842,2001
22847,2001
22850,2001
22852,2001
22855,2001
22859,2001
22860,2001
22863,2001
22870,2001
22873,2001
22879,2001
22880,2001
22888,2001
22889,2001
22890,2001
22895,2001
22896,2001
22897,2001
22898,2001
22900,2001
22903,2001
22904,2001
22905,2001
22906,2001
22908,2001
22909,2001
22910,2006
22914,2006
22915,2006
22920,2006
22925,2006
22930,2006
22934,2006
22937,2006
22940,2006
22943,2006
22950,2006
22951,2006
22952,2006
22955,2006
22960,2006
22964,2006
22965,2006
22967,2006
22970,2006
22973,2006
22974,2006
22980,2006
22993,2006
22994,2006
22995,2006
22997,2006
23000,3003
23007,3003
23009,3003
23010,3003
23017,3003
23018,3003
23019,3003
23020,3003
23026,3003
23029,3003
23030,3003
23034,3003
23037,3003
23038,3003
23039,3003
23040,3003
23050,3003
23052,3003
23054,3003
23055,3003
23056,3003
23060,3003
23070,3003
23075,3003
23076,3003
23077,3003
23078,3003
23079,3003
23080,3003
23083,3003
23084,3003
23085,3003
23086,3003
23088,3003
23089,3003
23090,3003
23094,3003
23095,3003
23096,3003
23097,3003
23098,3003
23099,3003
23100,3003
23106,3003
23130,3003
23133,3003
23134,3003
23140,3003
23143,3003
23150,3003
23154,3003
23170,3003
23174,3003
23200,3003
23203,3003
23205,3003
23206,3003
23208,3003
23209,3003
23210,3003
23213,3003
23215,3003
23216,3003
23217,3003
23230,3003
23232,3003
23234,3003
23236,3003
23240,3003
23243,3003
23244,3003
23247,3003
23248,3003
23249,3003
23250,3003
23252,3003
23257,3003
23258,3003
23280,3003
23283,3003
23289,3003
23300,3003
23302,3003
23303,3003
23304,3003
23311,3003
23312,3003
23317,3003
23320,3003
23322,3003
23328,3003
23329,3003
23330,3003
23333,3003
23334,3003
23350,3003
23354,3003
23360,3003
23361,3003
23362,3003
23363,3003
23364,3003
23365,3003
23366,3003
23390,3003
23395,3003
23400,3008
23403,3008
23405,3008
23406,3008
23407,3008
23420,3008
23425,3008
23426,3008
23427,3008
23428,3008
23429,3008
23434,3008
23435,3008
23436,3008
23437,3008
23440,3008
23443,3008
23444,3008
23445,3008
23450,3008
23453,3008
23454,3008
23455,3008
23456,3008
23457,3008
23460,3008
23462,3008
23463,3008
23467,3008
23468,3008
23469,3008
23470,3008
23472,3008
23473,3008
23474,3008
23475,3008
23476,3008
23477,3008
23478,3008
23500,3008
23501,3008
23503,3008
23510,3008
23520,3008
23522,3008
23523,3008
23530,3008
23533,3008
23535,3008
23560,3008
23563,3008
23567,3008
23570,3008
23574,3008
23575,3008
23580,3008
23581,3008
23590,3008
23593,3008
23597,3008
23600,3001
23610,3001
23620,3001
23630,3001
23640,3001
23641,3001
23643,3001
23650,3001
23653,3001
23658,3001
23660,3001
23670,3001
23676,3001
23677,3001
23678,3001
23680,3001
23683,3001
23690,3001
23695,3001
23696,3001
23697,3001
23700,3001
23708,3001
23710,3001
23715,3001
23720,3001
23721,3001
23723,3001
23730,3001
23734,3001
23736,3001
23737,3001
23739,3001
23740,3001
23743,3001
23748,3001
23749,3001
23750,3001
23760,3001
23765,3001
23766,3001
23770,3001
23771,3001
23774,3001
23775,3001
23780,3001
23789,3001
23790,3001
23800,3001
23805,3001
23810,3001
23812,3001
23813,3001
23818,3001
23820,3001
23824,3001
23830,3001
23834,3001
23837,3001
23838,3001
23840,3001
23844,3001
23845,3001
23860,3001
23870,3001
23873,3001
23880,3009
23883,3009
23884,3009
23885,3009
23886,3009
23887,3009
23888,3009
23889,3009
23890,3009
23893,3009
23894,3009
23895,3009
23896,3009
23897,3009
23898,3009
23900,3002
23902,3002
23903,3002
23904,3002
23910,3002
23911,3002
23912,3002
23913,3002
23914,3002
23915,3002
23916,3002
23917,3002
23920,3002
23921,3002
23922,3002
23923,3002
23924,3002
23930,3002
23934,3002
23935,3002
23936,3002
23938,3002
23940,3002
23944,3002
23948,3002
23949,3002
23950,3002
23951,3002
23952,3002
23959,3002
23960,3002
23969,3002
23970,3002
23971,3002
23972,3002
23973,3002
23980,3002
23983,3002
23988,3002
23990,3002
23997,3002
24000,4002
24010,4002
24014,4002
24020,4002
24022,4002
24023,4002
24024,4002
24025,4002
24026,4002
24027,4002
24028,4002
24029,4002
24030,4002
24035,4002
24036,4002
24037,4002
24038,4002
24039,4002
24040,4002
24044,4002
24049,4002
24050,4002
24058,4002
24060,4002
24069,4002
24070,4002
24073,4002
24075,4002
24079,4002
24080,4002
24083,4002
24084,4002
24085,4002
24086,4002
24087,4002
24088,4002
24089,4002
24090,4002
24093,4002
24094,4002
24095,4002
24096,4002
24097,4002
24098,4002
24099,4002
24100,4003
24108,4003
24110,4003
24114,4003
24115,4003
24116,4003
24117,4003
24118,4003
24119,4003
24120,4003
24129,4003
24130,4003
24139,4003
24140,4003
24150,4003
24153,4003
24154,4003
24155,4003
24156,4003
24157,4003
24158,4003
24160,4003
24166,4003
24167,4003
24169,4003
24170,4003
24178,4003
