cp,cod_mun
37876,11029
37877,11029
37880,11003
37883,11003
37884,11003
37885,11003
37886,11003
37887,11003
37888,11003
37890,11003
37892,11003
37893,11003
37894,11003
37895,11003
37896,11003
37897,11003
37898,11003
37900,11033
37903,11033
37904,11033
37905,11033
37906,11033
37907,11033
37913,11033
37914,11033
37915,11033
37916,11033
37917,11033
37918,11033
37919,11033
37920,11043
37923,11043
37924,11043
37925,11043
37926,11043
37927,11043
37928,11043
37930,11045
37932,11045
37933,11045
37934,11045
37935,11045
37936,11045
37937,11045
37938,11045
37939,11045
37940,11006
37943,11006
37944,11006
37945,11006
37946,11006
37947,11006
37948,11006
37950,11034
37953,11034
37954,11034
37955,11034
37956,11034
37957,11034
37958,11034
37960,11013
37965,11013
37966,11013
37967,11013
37970,11040
37973,11040
37974,11040
37975,11040
37976,11040
37977,11040
37978,11040
37980,11032
37983,11032
37984,11032
37985,11032
37986,11032
37987,11032
37988,11032
37990,11032
37991,11032
37993,11032
37994,11032
37995,11032
37996,11032
37997,11032
37998,11032
38000,11007
38010,11007
38013,11007
38014,11007
38015,11007
38016,11007
38017,11007
38018,11007
38019,11007
38020,11007
38024,11007
38027,11007
38028,11007
38030,11007
38033,11007
38034,11007
38035,11007
38036,11007
38037,11007
38040,11007
38046,11007
38047,11007
38048,11007
38050,11007
38057,11007
38060,11007
38063,11007
38065,11007
38067,11007
38068,11007
38070,11007
38078,11007
38079,11007
38080,11007
38085,11007
38086,11007
38088,11007
38090,11007
38094,11007
38095,11007
38096,11007
38097,11007
38098,11007
38099,11007
38100,11007
38104,11007
38105,11007
38106,11007
38110,11007
38113,11007
38114,11007
38115,11007
38116,11007
38117,11007
38119,11007
38120,11007
38123,11007
38124,11007
38125,11007
38126,11007
38127,11007
38130,11007
38133,11007
38134,11007
38135,11007
38136,11007
38137,11007
38140,11007
38143,11007
38144,11007
38145,11007
38146,11007
38147,11007
38150,11007
38152,11007
38153,11007
38154,11007
38155,11007
38156,11007
38157,11007
38158,11007
38159,11007
38160,11005
38163,11005
38164,11005
38165,11005
38166,11005
38167,11005
38168,11005
38170,11005
38173,11005
38174,11005
38175,11005
38176,11005
38177,11005
38180,11005
38183,11005
38184,11005
38185,11005
38186,11005
38187,11005
38188,11005
38190,11005
38194,11005
38195,11005
38196,11005
38197,11005
38198,11005
38199,11005
38200,11009
38202,11009
38203,11009
38204,11009
38205,11009
38206,11009
38207,11009
38210,11009
38213,11009
38214,11009
38215,11009
38216,11009
38217,11009
38220,11009
38223,11009
38224,11009
38225,11009
38226,11009
38227,11009
38240,11035
38243,11035
38244,11035
38245,11035
38246,11035
38247,11035
38250,11035
38253,11035
38254,11035
38255,11035
38256,11035
38257,11035
38260,11044
38263,11044
38265,11044
38269,11044
38271,11044
38272,11044
38273,11044
38280,11044
38290,11044
38291,11044
38293,11044
38294,11044
38295,11044
38300,11011
38309,11011
38310,11011
38312,11011
38314,11011
38315,11011
38317,11011
38320,11011
38322,11011
38324,11011
38325,11011
38329,11011
38330,11011
38332,11011
38333,11011
38334,11011
38335,11011
38337,11011
38338,11011
38342,11011
38344,11011
38345,11011
38346,11011
38349,11011
38350,11011
38356,11011
38357,11011
38358,11011
38359,11011
38360,11011
38362,11011
38373,11011
38374,11011
38383,11011
38390,11011
38395,11011
38400,11042
38403,11042
38404,11042
38405,11042
38406,11042
38407,11042
38410,11042
38413,11042
38414,11042
38415,11042
38416,11042
38417,11042
38420,11042
38423,11042
38424,11042
38425,11042
38426,11042
38427,11042
38430,11042
38433,11042
38434,11042
38435,11042
38436,11042
38437,11042
38440,11042
38443,11042
38445,11042
38446,11042
38447,11042
38450,11042
38453,11042
38454,11042
38455,11042
38456,11042
38457,11042
38460,11042
38463,11042
38464,11042
38465,11042
38466,11042
38467,11042
38470,11018
38473,11018
38474,11018
38475,11018
38476,11018
38477,11018
38480,11018
38483,11018
38484,11018
38485,11018
38486,11018
38487,11018
38488,11018
38490,11011
38493,11011
38494,11011
38495,11011
38496,11011
38497,11011
38498,11011
38499,11011
38500,11004
38503,11004
38504,11004
38505,11004
38506,11004
38507,11004
38510,11004
38513,11004
38514,11004
38515,11004
38516,11004
38517,11004
38520,11004
38523,11004
38524,11004
38525,11004
38526,11004
38527,11004
38530,11004
38533,11004
38534,11004
38535,11004
38536,11004
38537,11004
38540,11019
38542,11019
38543,11019
38544,11019
38545,11019
38550,11019
38553,11019
38554,11019
38555,11019
38556,11019
38557,11019
38560,11019
38563,11019
38564,11019
38565,11019
38566,11019
38567,11019
38570,11019
38573,11019
38574,11019
38575,11019
38576,11019
38577,11019
38578,11019
38580,11019
38583,11019
38584,11019
38585,11019
38586,11019
38587,11019
38590,11010
38593,11010
38594,11010
38595,11010
38596,11010
38597,11010
38600,11002
38610,11002
38612,11002
38613,11002
38614,11002
38620,11002
38623,11002
38624,11002
38625,11002
38630,11002
38640,11002
38642,11002
38650,11002
38652,11002
38653,11002
38654,11002
38660,11002
38664,11002
38670,11002
38672,11002
38673,11002
38674,11002
38675,11002
38676,11002
38679,11002
38680,11002
38683,11002
38689,11002
38700,11039
38701,11039
38702,11039
38703,11039
38704,11039
38705,11039
38706,11039
38708,11039
38709,11039
38710,11039
38712,11039
38713,11039
38714,11039
38715,11039
38716,11039
38717,11039
38720,11039
38724,11039
38725,11039
38727,11039
38730,11002
38733,11002
38734,11002
38735,11002
38736,11002
38737,11002
38740,11002
38743,11002
38745,11002
38747,11002
38750,11002
38753,11002
38754,11002
38755,11002
38756,11002
38757,11002
38760,11002
38763,11002
38764,11002
38765,11002
38766,11002
38767,11002
38770,11002
38773,11002
38776,11002
38777,11002
38780,11002
38783,11002
38784,11002
38785,11002
38786,11002
38787,11002
38790,11038
38793,11038
38794,11038
38795,11038
38796,11038
38797,11038
38798,11038
38800,11021
38810,11021
38817,11021
38820,11021
38823,11021
38825,11021
38826,11021
38827,11021
38830,11021
38833,11021
38834,11021
38835,11021
38836,11021
38837,11021
38838,11021
38840,11021
38844,11021
38845,11021
38848,11021
38850,11021
38853,11021
38854,11021
38855,11021
38860,11021
38863,11021
38864,11021
38865,11021
38866,11021
38867,11021
38868,11021
38870,11021
38873,11021
38874,11021
38880,11021
38887,11021
38900,11028
38903,11028
38904,11028
38905,11028
38909,11028
38910,11028
38911,11028
38912,11028
38914,11028
38915,11028
38919,11028
38920,11028
38921,11028
38927,11028
38930,11028
38931,11028
38932,11028
38933,11028
38940,11046
38943,11046
38944,11046
38945,11046
38946,11046
38947,11046
38950,11046
38953,11046
38954,11046
38955,11046
38956,11046
38957,11046
38958,11046
38960,11046
38961,11046
38963,11046
38964,11046
38965,11046
38966,11046
38967,11046
38970,11036
38973,11036
38974,11036
38975,11036
38977,11036
38978,11036
38980,11041
38982,11041
38983,11041
38984,11041
38985,11041
38986,11041
38987,11041
38988,11041
38989,11041
38990,11021
38993,11021
38994,11021
38995,11021
38996,11021
38997,11021
39000,12029
39010,12029
39012,12029
39013,12029
39014,12029
39015,12029
39016,12029
39017,12029
39018,12029
39020,12029
39022,12029
39025,12029
39026,12029
39028,12029
39029,12029
39030,12029
39034,12029
39036,12029
39038,12029
39040,12029
39043,12029
39044,12029
39047,12029
39048,12029
39050,12029
39056,12029
39058,12029
39060,12029
39068,12029
39069,12029
39070,12029
39073,12029
39074,12029
39075,12029
39076,12029
39077,12029
39078,12029
39079,12029
39080,12029
39085,12029
39086,12029
39087,12029
39089,12029
39090,12029
39093,12029
39094,12029
39095,12029
39096,12029
39097,12029
39098,12029
39100,12029
39101,12029
39102,12029
39103,12029
39104,12029
39105,12029
39107,12029
39110,12029
39111,12029
39112,12029
39113,12029
39115,12029
39116,12029
39118,12029
39119,12029
39120,12029
39122,12029
39123,12029
39125,12029
39126,12029
39127,12029
39128,12029
39129,12029
39130,12032
39131,12032
39132,12032
39133,12032
39134,12032
39135,12032
39136,12032
39137,12032
39138,12032
39140,12032
39141,12032
39142,12032
39143,12032
39144,12032
39145,12032
39149,12032
39150,12040
39151,12040
39154,12040
39155,12040
39159,12040
39160,12040
39162,12040
39163,12040
39164,12040
39165,12040
39166,12040
39169,12040
39170,12061
39172,12061
39173,12061
39174,12061
39175,12061
39177,12061
39178,12061
39179,12061
39180,12061
39183,12061
39190,12061
39193,12061
39195,12061
39196,12061
39197,12061
39198,12061
39199,12061
39200,12012
39202,12012
39203,12012
39204,12012
39205,12012
39206,12012
39207,12012
39208,12012
39209,12012
39210,12083
39212,12083
39214,12083
39215,12083
39216,12083
39217,12083
39218,12083
39219,12083
39220,12012
39221,12012
39223,12012
39224,12012
39225,12012
39226,12012
39227,12012
39230,12044
39232,12044
39233,12044
39234,12044
39235,12044
39236,12044
39237,12044
39240,12044
39241,12044
39249,12044
39250,12051
39252,12051
39253,12051
39255,12051
39256,12051
39257,12051
39258,12051
39259,12051
39260,12051
39261,12051
39263,12051
39264,12051
39265,12051
39266,12051
39267,12051
39269,12051
39270,12056
39271,12056
39272,12056
39273,12056
39274,12056
39275,12056
39277,12056
39279,12056
39280,12056
39281,12056
39282,12056
39283,12056
39284,12056
39286,12056
39287,12056
39288,12056
39289,12056
39290,12056
39291,12056
39294,12056
39299,12056
39300,12001
39350,12001
39355,12001
39360,12001
39370,12001
39390,12001
39405,12001
39406,12001
39407,12001
39412,12001
39422,12001
39430,12001
39450,12001
39460,12001
39463,12001
39470,12001
39480,12001
39500,12001
39510,12001
39528,12001
39530,12001
39540,12001
39550,12001
39560,12001
39573,12001
39574,12001
39580,12001
39589,12001
39590,12001
39600,12001
39610,12001
39613,12001
39620,12001
39630,12001
39640,12001
39650,12001
39660,12001
39670,12001
39679,12001
39680,12001
39689,12001
39690,12001
39699,12001
39700,12001
39703,12001
39704,12001
39710,12001
39713,12001
39714,12001
39715,12001
39720,12001
39730,12001
39740,12001
39745,12001
39746,12001
39747,12001
39750,12001
39753,12001
39759,12001
39760,12001
39770,12001
39773,12001
39774,12001
39780,12001
39787,12001
39790,12001
39799,12001
39800,12001
39803,12001
39810,12001
39813,12001
39814,12001
39815,12001
39820,12001
39830,12001
39840,12001
39845,12001
39850,12001
39859,12001
39860,12001
39865,12001
39867,12001
39869,12001
39880,12001
39887,12001
39888,12001
39890,12001
39893,12001
39897,12001
39898,12001
39899,12001
39900,12001
39901,12001
39903,12001
39904,12001
39905,12001
39906,12001
39908,12001
39909,12001
39910,12001
39911,12001
39914,12001
39917,12001
39918,12001
39919,12001
39920,12001
39921,12001
39922,12001
39923,12001
39924,12001
39925,12001
39926,12001
39927,12001
39928,12001
39930,12001
39931,12001
39932,12001
39934,12001
39935,12001
39936,12001
39937,12001
39940,12039
39941,12039
39942,12039
39944,12039
39946,12039
39948,12039
39949,12039
39950,12039
39951,12039
39952,12039
39956,12039
39957,12039
39958,12039
39959,12039
39960,12053
39962,12053
39963,12053
39964,12053
39965,12053
39966,12053
39967,12053
39968,12053
39969,12053
39970,12053
39971,12053
39972,12053
39980,12053
39981,12053
39982,12053
39983,12053
39984,12053
39985,12053
39986,12053
39987,12053
39989,12053
39990,12082
39992,12082
39993,12082
39994,12082
39995,12082
39996,12082
39997,12082
40000,12035
40010,12035
40011,12035
40013,12035
40014,12035
40015,12035
40020,12035
40023,12035
40024,12035
40025,12035
40026,12035
40027,12035
40030,12035
40033,12035
40034,12035
40036,12035
40040,12035
40044,12035
40045,12035
40046,12035
40050,12035
40053,12035
40054,12035
40060,12035
40066,12035
40067,12035
40068,12035
40070,12035
40080,12035
40083,12035
40090,12035
40095,12035
40096,12035
40097,12035
40099,12035
40100,12035
40101,12035
40102,12035
40104,12035
40105,12035
40106,12035
40109,12035
40110,12035
40111,12035
40112,12035
40113,12035
40114,12035
40118,12035
40120,12035
40130,12034
40132,12034
40133,12034
40134,12034
40137,12034
40138,12034
40140,12034
40141,12034
40142,12034
40143,12034
40150,12034
40151,12034
40152,12034
40160,12059
40162,12059
40163,12059
40164,12059
40165,12059
40166,12059
40170,12059
40171,12059
40172,12059
40173,12059
40174,12059
40180,12075
40181,12075
40182,12075
40185,12075
40186,12075
40187,12075
40188,12075
40189,12075
40190,12075
40191,12075
40192,12075
40193,12075
40194,12075
40195,12075
40196,12075
40199,12075
40200,12055
40210,12055
40211,12055
40212,12055
40213,12055
40214,12055
40220,12055
40221,12055
40222,12055
40223,12055
40224,12055
40225,12055
40226,12055
40227,12055
40230,12055
40233,12055
40238,12055
40239,12055
40240,12055
40250,12055
40252,12055
40253,12055
40254,12055
40260,12055
40270,12055
40272,12055
40273,12055
40274,12055
40275,12055
40280,12055
40283,12055
40289,12055
40290,12055
40293,12055
40300,12055
40301,12055
40302,12055
40303,12055
40305,12055
40306,12055
40310,12055
40311,12055
40312,12055
40313,12055
40314,12055
40315,12055
40316,12055
40317,12055
40318,12055
40319,12055
40320,12055
40321,12055
40322,12055
40323,12055
40325,12055
40326,12055
40327,12055
40329,12055
40330,12015
40333,12015
40334,12015
40335,12015
40336,12015
40337,12015
40338,12015
40340,12015
40341,12015
40342,12015
40347,12015
40348,12015
40350,12015
40351,12015
40352,12015
40355,12015
40360,12060
40362,12060
40363,12060
40364,12060
40370,12060
40371,12060
40373,12060
40374,12060
40376,12060
40380,12049
40381,12049
40382,12049
40383,12049
40387,12049
40390,12049
40391,12049
40392,12049
40394,12049
40395,12049
40396,12049
40397,12049
40398,12049
40400,12058
40402,12058
40403,12058
40404,12058
40405,12058
40406,12058
40407,12058
40408,12058
40409,12058
40410,12058
40412,12058
40413,12058
40414,12058
40415,12058
40416,12058
40417,12058
40418,12058
40420,12058
40421,12058
40422,12058
40423,12058
40424,12058
40425,12058
40426,12058
40428,12058
40429,12058
40430,12037
40431,12037
40436,12037
40440,12037
40441,12037
40444,12037
40450,12037
40451,12037
40453,12037
40460,12047
40461,12047
40463,12047
40464,12047
40465,12047
40466,12047
40469,12047
40470,12047
40471,12047
40472,12047
40473,12047
40474,12047
40476,12047
40477,12047
40479,12047
40480,12031
40482,12031
40483,12031
40485,12031
40486,12031
40487,12031
40488,12031
40489,12031
40490,12031
40491,12031
40494,12031
40496,12031
40497,12031
40498,12031
40500,12007
40502,12007
40503,12007
40505,12007
40506,12007
40507,12007
40508,12007
40509,12007
40510,12007
40511,12007
40512,12007
40513,12007
40514,12007
40515,12007
40516,12007
40517,12007
40518,12007
40520,12007
40521,12007
40522,12007
40523,12007
40528,12007
40531,12006
40532,12006
40533,12006
40534,12006
40535,12006
40537,12006
40538,12006
40539,12006
40540,12006
40541,12006
40542,12006
40544,12006
40547,12006
40548,12006
40549,12006
40550,12006
40551,12006
40552,12006
40553,12006
40560,12026
40561,12026
40562,12026
40563,12026
40568,12026
40570,12026
40571,12026
40572,12026
40573,12026
40574,12026
40580,12017
40581,12017
40582,12017
40583,12017
40584,12017
40585,12017
40586,12017
40590,12017
40591,12017
40592,12017
40593,12017
40595,12017
40596,12017
40597,12017
40598,12017
40599,12017
40600,12067
40602,12067
40603,12067
40604,12067
40605,12067
40606,12067
40607,12067
40609,12067
40610,12067
40616,12067
40620,12067
40621,12067
40630,12027
40631,12027
40632,12027
40633,12027
40634,12027
40635,12027
40636,12027
40638,12027
40639,12027
40640,12027
40642,12027
40643,12027
40644,12027
40645,12027
40646,12027
40647,12027
40648,12027
40649,12027
40650,12027
40652,12027
40653,12027
40655,12027
40657,12027
40658,12027
40659,12027
40660,12050
40661,12050
40662,12050
40663,12050
40664,12050
40665,12050
40670,12050
40671,12050
40672,12050
40673,12050
40674,12050
40675,12050
40676,12050
40677,12050
40678,12050
40680,12064
40681,12064
40682,12064
40683,12064
40684,12064
40686,12064
40687,12064
40688,12064
40689,12064
40690,12064
40691,12064
40692,12064
40693,12064
40695,12064
40696,12064
40700,12022
40701,12022
40702,12022
40703,12022
40704,12022
40705,12022
40706,12022
40708,12022
40709,12022
40710,12022
40711,12022
40712,12022
40714,12022
40715,12022
40716,12022
40717,12022
40720,12022
40723,12022
40727,12022
40729,12022
40730,12003
40731,12003
40732,12003
40733,12003
40734,12003
40735,12003
40736,12003
40737,12003
40740,12003
40741,12003
40744,12003
40745,12003
40746,12003
40747,12003
40748,12003
40750,12003
40751,12003
40754,12003
40757,12003
40758,12003
40760,12073
40761,12073
40762,12073
40764,12073
40765,12073
40766,12073
40767,12073
40768,12073
40769,12073
40770,12073
40771,12073
40772,12073
40773,12073
40775,12073
40780,12054
40781,12054
40782,12054
40783,12054
40784,12054
40785,12054
40786,12054
40788,12054
40789,12054
40790,12054
40791,12054
40792,12054
40793,12054
40794,12054
40795,12054
40796,12054
40797,12054
40798,12054
40799,12054
40800,12068
40802,12068
40803,12068
40804,12068
40806,12068
40807,12068
40810,12068
40811,12068
40812,12068
40814,12068
40815,12068
40816,12068
40820,12068
40824,12068
40825,12068
40826,12068
40827,12068
40828,12068
40829,12068
40830,12048
40831,12048
40832,12048
40833,12048
40834,12048
40835,12048
40836,12048
40837,12048
40840,12048
40841,12048
40843,12048
40845,12048
40847,12048
40849,12048
40850,12048
40852,12048
40853,12048
40854,12048
40855,12048
40857,12048
40859,12048
40860,12016
40863,12016
40864,12016
40865,12016
40866,12016
40867,12016
40870,12016
40873,12016
40874,12016
40875,12016
40880,12038
40881,12038
40882,12038
40883,12038
40885,12038
40886,12038
40888,12038
40889,12038
40890,12038
40892,12038
40893,12038
40894,12038
40895,12038
40896,12038
40897,12038
40900,12057
40902,12057
40903,12057
40904,12057
40905,12057
40906,12057
40908,12057
40909,12057
40912,12057
40913,12057
40914,12057
40915,12057
40919,12057
40920,12057
40922,12057
40928,12057
40929,12057
40930,12011
40932,12011
40933,12011
40934,12011
40935,12011
40936,12011
40937,12011
40938,12011
40939,12011
40940,12011
40941,12011
40942,12011
40943,12011
40944,12011
40947,12011
40950,12011
40951,12011
40952,12011
40953,12011
40954,12011
40955,12011
40956,12011
40957,12011
40958,12011
40960,12014
40961,12014
40962,12014
40963,12014
40964,12014
40966,12014
40967,12014
40968,12014
40970,12021
40972,12021
40973,12021
40974,12021
40976,12021
40977,12021
40978,12021
40980,12021
40981,12021
40982,12021
40983,12021
40984,12021
40985,12021
40986,12021
40987,12021
40988,12021
40989,12021
40990,12021
40992,12021
40994,12021
40997,12021
41000,12045
41002,12045
41003,12045
41004,12045
41005,12045
41006,12045
41007,12045
41010,12045
41013,12045
41014,12045
41015,12045
41016,12045
41017,12045
41020,12045
41023,12045
41024,12045
41025,12045
41026,12045
41027,12045
41028,12045
41030,12008
41031,12008
41032,12008
41033,12008
41034,12008
41040,12008
41060,12019
41061,12019
41062,12019
41063,12019
41070,12019
41077,12019
41078,12019
41080,12024
41083,12024
41084,12024
41085,12024
41086,12024
41087,12024
41090,12024
41091,12024
41092,12024
41093,12024
41100,12028
41103,12028
41104,12028
41105,12028
41106,12028
41107,12028
41109,12028
41110,12028
41113,12028
41114,12028
41115,12028
41116,12028
41117,12028
41118,12028
41120,12079
41122,12079
41123,12079
41124,12079
41125,12079
41126,12079
41127,12079
41130,12002
41133,12002
41134,12002
41135,12002
41136,12002
41137,12002
41140,12002
41144,12002
41145,12002
41146,12002
41147,12002
41150,12002
41153,12002
41154,12002
41156,12002
41157,12002
41160,12074
41161,12074
41163,12074
41164,12074
41165,12074
41166,12074
41167,12074
41168,12074
41169,12074
41170,12074
41171,12074
41172,12074
41173,12074
41179,12074
41180,12042
41190,12042
41191,12042
41193,12042
41194,12042
41197,12042
41198,12042
41199,12042
41200,12033
41202,12033
41204,12033
41205,12033
41206,12033
41207,12033
41220,12033
41222,12033
41230,12033
41240,12070
41241,12070
41250,12070
41251,12070
41260,12070
41270,12005
41272,12005
41280,12005
41300,12066
41302,12066
41303,12066
41304,12066
41305,12066
41310,12066
41311,12066
41312,12066
41320,12066
41322,12066
41327,12066
41328,12066
41330,12066
41331,12066
41340,12066
41347,12066
41348,12066
41349,12066
41350,12065
41352,12065
41353,12065
41354,12065
41355,12065
41356,12065
41380,12069
41381,12069
41383,12069
41384,12069
41390,12069
41391,12069
41392,12069
41400,12072
41402,12072
41403,12072
41404,12072
41405,12072
41406,12072
41407,12072
41408,12072
41410,12076
41422,12076
41423,12076
41424,12076
41425,12076
41426,12076
41427,12076
41428,12076
41430,12076
41433,12076
41434,12076
41435,12076
41436,12076
41437,12076
41438,12076
41439,12076
41440,12010
41441,12010
41442,12010
41443,12010
41444,12010
41446,12010
41450,12010
41451,12010
41452,12010
41454,12010
41460,12010
41461,12010
41462,12010
41463,12010
41470,12020
41471,12020
41480,12020
41481,12020
41490,12020
41491,12020
41498,12020
41499,12020
41500,12041
41503,12041
41504,12041
41505,12041
41506,12041
41507,12041
41513,12041
41515,12041
41516,12041
41517,12041
41520,12041
41523,12041
41524,12084
41525,12084
41527,12084
41530,12081
41533,12081
41535,12081
41536,12081
41537,12081
41538,12081
41540,12063
41541,12063
41542,12063
41545,12063
41547,12063
41550,12063
41551,12063
41552,12063
41554,12063
41560,12063
41570,12009
41576,12009
41600,12052
41603,12052
41605,12052
41606,12052
41608,12052
41610,12052
41613,12052
41614,12052
41615,12052
41616,12052
41617,12052
41620,12052
41623,12052
41624,12052
41630,12052
41633,12052
41634,12052
41636,12052
41637,12052
41638,12052
41640,12043
41643,12043
41644,12043
41645,12043
41646,12043
41650,12043
41654,12043
41655,12043
41656,12043
41657,12043
41658,12043
41660,12078
41663,12078
41664,12078
41665,12078
41666,12078
41667,12078
41668,12078
41669,12078
41670,12004
41671,12004
41676,12004
41677,12004
41678,12004
41679,12004
41680,12004
41681,12004
41682,12004
41688,12004
41690,12004
41695,12004
41700,12046
41701,12046
41702,12046
41703,12046
41704,12046
41705,12046
41710,12046
41711,12046
41713,12046
41720,12046
41721,12046
41723,12046
41725,12046
41726,12046
41729,12046
41730,12046
41731,12046
41733,12046
41734,12046
41735,12046
41736,12046
41740,12062
41741,12062
41742,12062
41743,12062
41750,12062
41753,12062
41754,12062
41755,12062
41760,12062
41761,12062
41762,12062
41763,12062
41769,12062
41770,12071
41771,12071
41772,12071
41774,12071
41775,12071
41776,12071
41777,12071
41778,12071
41780,12071
41781,12071
41782,12071
41783,12071
41790,12071
41800,12030
41811,12030
41820,12030
41821,12030
41828,12030
41829,12030
41830,12030
41840,12025
41841,12025
41842,12025
41843,12025
41844,12025
41846,12025
41850,12025
41851,12025
41852,12025
41860,12025
41870,12018
41872,12018
41873,12018
41874,12018
41875,12018
41879,12018
41880,12018
41887,12018
41890,12018
41892,12018
41900,12013
41905,12013
41906,12013
41907,12013
41910,12013
41913,12013
41914,12013
41915,12013
41916,12013
41917,12013
41920,12080
41922,12080
41923,12080
41924,12080
41926,12080
41927,12080
41928,12080
41930,12077
41933,12077
41934,12077
41936,12077
41937,12077
41940,12023
41943,12023
41944,12023
41945,12023
41946,12023
41947,12023
41948,12023
41949,12023
41950,12023
41951,12023
41952,12023
41954,12023
41955,12023
41956,12023
41957,12023
41958,12023
41960,12085
41964,12085
41965,12085
41966,12085
41968,12085
41970,12036
41980,12036
41985,12036
41987,12036
41993,12036
41994,12036
41995,12036
41996,12036
41997,12036
41998,12036
42000,13048
42004,13048
42010,13048
42014,13048
42015,13048
42018,13048
42020,13048
42026,13048
42027,13048
42029,13048
42030,13048
42032,13048
42033,13048
42034,13048
42035,13048
42036,13048
42037,13048
42039,13048
42040,13048
42050,13048
42055,13048
42056,13048
42057,13048
42058,13048
42060,13048
42064,13048
42070,13048
42075,13048
42078,13048
42079,13048
42080,13048
42082,13048
42083,13048
42084,13048
42086,13048
42088,13048
42090,13048
42092,13048
42094,13048
42095,13048
42097,13048
42098,13048
42099,13048
42100,13048
42101,13048
42102,13048
42104,13048
42110,13048
42111,13048
42113,13048
42115,13048
42116,13048
42117,13048
42119,13048
42120,13038
42122,13038
42123,13038
42124,13038
42125,13038
42127,13038
42130,13039
42133,13039
42134,13039
42135,13039
42136,13039
42137,13039
42138,13039
42139,13039
42140,13039
42143,13039
42144,13039
42145,13039
42146,13039
42149,13039
42150,13005
42151,13005
42152,13005
42153,13005
42154,13005
42156,13005
42157,13005
42160,13052
42162,13052
42163,13052
42164,13052
42165,13052
42170,13052
42171,13052
42175,13052
42176,13052
42177,13052
42178,13052
42179,13052
42180,13051
42181,13051
42182,13051
42183,13051
42184,13051
42185,13051
42186,13051
42187,13051
42188,13051
42190,13082
42191,13082
42192,13082
42194,13082
42195,13082
42196,13082
42198,13082
42200,13031
42201,13031
42203,13031
42204,13031
42205,13031
42208,13031
42209,13031
42210,13031
42211,13031
42215,13031
42220,13049
42221,13049
42222,13049
42223,13049
42224,13049
42225,13049
42230,13049
42232,13049
42233,13049
42234,13049
42235,13049
42236,13049
42237,13049
42239,13049
42240,13047
42241,13047
42245,13047
42250,13047
42251,13047
42253,13047
42254,13047
42255,13047
42256,13047
42257,13047
42259,13047
42260,13040
42262,13040
42263,13040
42264,13040
42265,13040
42266,13040
42267,13040
42268,13040
42273,13040
42274,13040
42275,13040
42280,13018
42282,13018
42284,13018
42285,13018
42286,13018
42290,13018
42291,13018
42294,13018
42295,13018
42296,13018
42298,13018
42300,13030
42302,13030
42303,13030
42304,13030
42305,13030
42306,13030
42310,13030
42313,13030
42315,13030
42316,13030
42317,13030
42320,13030
42321,13030
42323,13030
42324,13030
42325,13030
42326,13030
42327,13030
42330,13084
42332,13084
42333,13084
42334,13084
42335,13084
42336,13084
42337,13084
42338,13084
42339,13084
42340,13084
42341,13084
42342,13084
42343,13084
42344,13084
42345,13084
42346,13084
42348,13084
42351,13084
42352,13084
42353,13084
42354,13084
42355,13084
42356,13084
42357,13084
42359,13084
42360,13043
42363,13043
42364,13043
42366,13043
42367,13043
42368,13043
42370,13015
42372,13015
42373,13015
42374,13015
42375,13015
42376,13015
42377,13015
42379,13015
42380,13058
42381,13058
42382,13058
42383,13058
42384,13058
42386,13058
42387,13058
42389,13058
42390,13006
42392,13006
42393,13006
42394,13006
42395,13006
42396,13006
42397,13006
42399,13006
42400,13029
42403,13029
42404,13029
42405,13029
42410,13029
42411,13029
42412,13029
42413,13029
42414,13029
42416,13029
42420,13029
42422,13029
42423,13029
42424,13029
42430,13029
42433,13029
42434,13029
42435,13029
42436,13029
42437,13029
42438,13029
42439,13029
42440,13059
42443,13059
42444,13059
42445,13059
42446,13059
42447,13059
42448,13059
42450,13059
42453,13059
42457,13059
42459,13059
42460,13059
42461,13059
42462,13059
42466,13059
42470,13044
42473,13044
42474,13044
42475,13044
42480,13044
42481,13044
42485,13044
42486,13044
42488,13044
42490,13044
42491,13044
42492,13044
42493,13044
42494,13044
42495,13044
42500,13003
42503,13003
42504,13003
42505,13003
42506,13003
42507,13003
42510,13003
42512,13003
42523,13003
42524,13003
42600,13003
42601,13003
42602,13003
42603,13003
42604,13003
42607,13003
42608,13003
42610,13003
42613,13003
42616,13003
42620,13055
42621,13055
42622,13055
42623,13055
42624,13055
42625,13055
42626,13055
42627,13055
42629,13055
42630,13055
42640,13054
42642,13054
42643,13054
42644,13054
42645,13054
42646,13054
42647,13054
42650,13054
42651,13054
42653,13054
42654,13054
42655,13054
42656,13054
42660,13023
42663,13023
42664,13023
42665,13023
42666,13023
42667,13023
42670,13023
42671,13023
42672,13023
42673,13023
42680,13009
42682,13009
42683,13009
42684,13009
42685,13009
42686,13009
42689,13009
42690,13009
42693,13009
42694,13009
42695,13009
42700,13041
42710,13041
42718,13041
42719,13041
42723,13041
42724,13041
42725,13041
42727,13041
42728,13041
42729,13041
42730,13050
42733,13050
42740,13050
42743,13050
42745,13050
42746,13050
42747,13050
42748,13050
42750,13019
42752,13019
42753,13019
42755,13019
42757,13019
42760,13067
42763,13067
42764,13067
42765,13067
42766,13067
42767,13067
42768,13067
42770,13067
42771,13067
42772,13067
42773,13067
42774,13067
42775,13067
42776,13067
42777,13067
42780,13070
42783,13070
42784,13070
42785,13070
42789,13070
42790,13070
42793,13070
42794,13070
42795,13070
42796,13070
